Y	M	Lead	P-Y	P-M	Streamflow_CV
1985 01 2 1985 02 846.349
1986 01 2 1986 02 203.959
1987 01 2 1987 02 755.856
1988 01 2 1988 02 311.242
1989 01 2 1989 02 265.253
1990 01 2 1990 02 310.231
1991 01 2 1991 02 290.503
1992 01 2 1992 02 731.934
1993 01 2 1993 02 329.539
1994 01 2 1994 02 244.639
1995 01 2 1995 02 354.271
1996 01 2 1996 02 190.602
1997 01 2 1997 02 161.452
1998 01 2 1998 02 283.569
1999 01 2 1999 02 232.653
2000 01 2 2000 02 207.127
2001 01 2 2001 02 595.198
2002 01 2 2002 02 316.124
2003 01 2 2003 02 293.114
2004 01 2 2004 02 216.881
2005 01 2 2005 02 371.28
2006 01 2 2006 02 203.211
2007 01 2 2007 02 229.021
2008 01 2 2008 02 212.393
2009 01 2 2009 02 114.609
2010 01 2 2010 02 564.176
2011 01 2 2011 02 119.948
2012 01 2 2012 02 86.9911
2013 01 2 2013 02 86.6884
2014 01 2 2014 02 112.518
2015 01 2 2015 02 146.493
2016 01 2 2016 02 181.9
1982 01 3 1982 03 247.659
1983 01 3 1983 03 329.237
1984 01 3 1984 03 158.495
1985 01 3 1985 03 322.394
1986 01 3 1986 03 461.252
1987 01 3 1987 03 624.605
1988 01 3 1988 03 279.939
1989 01 3 1989 03 265.139
1990 01 3 1990 03 203.116
1991 01 3 1991 03 242.669
1992 01 3 1992 03 2402.1
1993 01 3 1993 03 357.789
1994 01 3 1994 03 182.944
1995 01 3 1995 03 204.497
1996 01 3 1996 03 182.431
1997 01 3 1997 03 902.332
1998 01 3 1998 03 392.121
1999 01 3 1999 03 214.382
2000 01 3 2000 03 172.959
2001 01 3 2001 03 568.875
2002 01 3 2002 03 416.559
2003 01 3 2003 03 298.412
2004 01 3 2004 03 271.119
2005 01 3 2005 03 410.179
2006 01 3 2006 03 103.255
2007 01 3 2007 03 122.371
2008 01 3 2008 03 176.941
2009 01 3 2009 03 147.325
2010 01 3 2010 03 779.126
2011 01 3 2011 03 156.138
2012 01 3 2012 03 269.247
2013 01 3 2013 03 99.515
2014 01 3 2014 03 161.726
2015 01 3 2015 03 103.266
2016 01 3 2016 03 134.494
1982 01 4 1982 04 194.143
1983 01 4 1983 04 240.802
1984 01 4 1984 04 98.1185
1985 01 4 1985 04 274.855
1986 01 4 1986 04 158.566
1987 01 4 1987 04 316.869
1988 01 4 1988 04 158.535
1989 01 4 1989 04 193.679
1990 01 4 1990 04 331.644
1991 01 4 1991 04 131.013
1992 01 4 1992 04 661.777
1993 01 4 1993 04 217.994
1994 01 4 1994 04 159.669
1995 01 4 1995 04 261.334
1996 01 4 1996 04 132.507
1997 01 4 1997 04 974.708
1998 01 4 1998 04 361.848
1999 01 4 1999 04 360.159
2000 01 4 2000 04 116.626
2001 01 4 2001 04 448.389
2002 01 4 2002 04 169.435
2003 01 4 2003 04 159.024
2004 01 4 2004 04 171.758
2005 01 4 2005 04 338.313
2006 01 4 2006 04 140.553
2007 01 4 2007 04 426.491
2008 01 4 2008 04 148.678
2009 01 4 2009 04 127.811
2010 01 4 2010 04 260.141
2011 01 4 2011 04 99.2459
2012 01 4 2012 04 188.318
2013 01 4 2013 04 70.6718
2014 01 4 2014 04 58.4807
2015 01 4 2015 04 88.3751
2016 01 4 2016 04 243.41
1982 02 0 1982 02 223.399
1983 02 0 1983 02 239.6
1984 02 0 1984 02 95.0002
1985 02 0 1985 02 422.8
1986 02 0 1986 02 479.498
1987 02 0 1987 02 504.198
1988 02 0 1988 02 257.5
1989 02 0 1989 02 338.902
1990 02 0 1990 02 214.2
1991 02 0 1991 02 188.9
1992 02 0 1992 02 3754.01
1993 02 0 1993 02 437.698
1994 02 0 1994 02 193.1
1995 02 0 1995 02 189.101
1996 02 0 1996 02 107.4
1997 02 0 1997 02 2349.01
1998 02 0 1998 02 316.202
1999 02 0 1999 02 190.6
2000 02 0 2000 02 132.1
2001 02 0 2001 02 634.502
2002 02 0 2002 02 278.1
2003 02 0 2003 02 223.9
2004 02 0 2004 02 147
2005 02 0 2005 02 447.099
2006 02 0 2006 02 129
2007 02 0 2007 02 103.7
2008 02 0 2008 02 197.801
2009 02 0 2009 02 100.6
2010 02 0 2010 02 1083
2011 02 0 2011 02 114
2012 02 0 2012 02 293.201
2013 02 0 2013 02 65.4999
2014 02 0 2014 02 80.6
2015 02 0 2015 02 75.1998
2016 02 0 2016 02 119.5
1982 02 1 1982 02 223.044
1983 02 1 1983 02 227.268
1984 02 1 1984 02 115.732
1985 02 1 1985 02 1660.15
1986 02 1 1986 02 183.872
1987 02 1 1987 02 717.831
1988 02 1 1988 02 330.25
1989 02 1 1989 02 211.899
1990 02 1 1990 02 375.545
1991 02 1 1991 02 332.327
1992 02 1 1992 02 755.374
1993 02 1 1993 02 351.668
1994 02 1 1994 02 219.26
1995 02 1 1995 02 312.023
1996 02 1 1996 02 160.222
1997 02 1 1997 02 210.539
1998 02 1 1998 02 384.872
1999 02 1 1999 02 224.421
2000 02 1 2000 02 213.307
2001 02 1 2001 02 489.777
2002 02 1 2002 02 281.465
2003 02 1 2003 02 300.805
2004 02 1 2004 02 237.112
2005 02 1 2005 02 536.604
2006 02 1 2006 02 215.623
2007 02 1 2007 02 232.285
2008 02 1 2008 02 152.003
2009 02 1 2009 02 136.377
2010 02 1 2010 02 722.981
2011 02 1 2011 02 113.256
2012 02 1 2012 02 112.722
2013 02 1 2013 02 72.0163
2014 02 1 2014 02 81.3293
2015 02 1 2015 02 115.934
2016 02 1 2016 02 203.111
1982 02 2 1982 03 305.67
1983 02 2 1983 03 514.136
1984 02 2 1984 03 203.647
1985 02 2 1985 03 327.955
1986 02 2 1986 03 370.195
1987 02 2 1987 03 650.315
1988 02 2 1988 03 261.105
1989 02 2 1989 03 274.306
1990 02 2 1990 03 266.349
1991 02 2 1991 03 236.184
1992 02 2 1992 03 1626.56
1993 02 2 1993 03 348.363
1994 02 2 1994 03 280.962
1995 02 2 1995 03 301.229
1996 02 2 1996 03 171.858
1997 02 2 1997 03 729.646
1998 02 2 1998 03 372.302
1999 02 2 1999 03 180.841
2000 02 2 2000 03 207.774
2001 02 2 2001 03 527.873
2002 02 2 2002 03 346.332
2003 02 2 2003 03 324.833
2004 02 2 2004 03 273.507
2005 02 2 2005 03 317.745
2006 02 2 2006 03 188.71
2007 02 2 2007 03 161.995
2008 02 2 2008 03 152.277
2009 02 2 2009 03 257.632
2010 02 2 2010 03 678.683
2011 02 2 2011 03 134.973
2012 02 2 2012 03 151.843
2013 02 2 2013 03 101.219
2014 02 2 2014 03 147.865
2015 02 2 2015 03 114.765
2016 02 2 2016 03 118.958
1982 02 3 1982 04 160.078
1983 02 3 1983 04 205.205
1984 02 3 1984 04 94.8353
1985 02 3 1985 04 266.007
1986 02 3 1986 04 199.334
1987 02 3 1987 04 378.468
1988 02 3 1988 04 162.234
1989 02 3 1989 04 204.123
1990 02 3 1990 04 423.891
1991 02 3 1991 04 116.964
1992 02 3 1992 04 511.322
1993 02 3 1993 04 237.689
1994 02 3 1994 04 167.145
1995 02 3 1995 04 323.183
1996 02 3 1996 04 143.366
1997 02 3 1997 04 923.705
1998 02 3 1998 04 345.652
1999 02 3 1999 04 380.265
2000 02 3 2000 04 143.24
2001 02 3 2001 04 388.216
2002 02 3 2002 04 144.019
2003 02 3 2003 04 201.078
2004 02 3 2004 04 168.946
2005 02 3 2005 04 243.172
2006 02 3 2006 04 146.939
2007 02 3 2007 04 468.629
2008 02 3 2008 04 159.404
2009 02 3 2009 04 130.71
2010 02 3 2010 04 287.034
2011 02 3 2011 04 94.4887
2012 02 3 2012 04 214.643
2013 02 3 2013 04 72.8114
2014 02 3 2014 04 42.2968
2015 02 3 2015 04 61.019
2016 02 3 2016 04 218.984
1982 02 4 1982 05 243.843
1983 02 4 1983 05 248.314
1984 02 4 1984 05 139.626
1985 02 4 1985 05 357.193
1986 02 4 1986 05 162.516
1987 02 4 1987 05 579.301
1988 02 4 1988 05 211.018
1989 02 4 1989 05 156.846
1990 02 4 1990 05 272.033
1991 02 4 1991 05 215.169
1992 02 4 1992 05 824.37
1993 02 4 1993 05 334.842
1994 02 4 1994 05 162.111
1995 02 4 1995 05 350.112
1996 02 4 1996 05 160.265
1997 02 4 1997 05 758.667
1998 02 4 1998 05 270.785
1999 02 4 1999 05 190.232
2000 02 4 2000 05 147.827
2001 02 4 2001 05 681.139
2002 02 4 2002 05 243.454
2003 02 4 2003 05 192.568
2004 02 4 2004 05 747.128
2005 02 4 2005 05 357.332
2006 02 4 2006 05 129.917
2007 02 4 2007 05 270.886
2008 02 4 2008 05 248.97
2009 02 4 2009 05 454.876
2010 02 4 2010 05 516.412
2011 02 4 2011 05 140.006
2012 02 4 2012 05 600.094
2013 02 4 2013 05 570.302
2014 02 4 2014 05 236.22
2015 02 4 2015 05 238.954
2016 02 4 2016 05 467.509
1982 03 0 1982 03 208.5
1983 03 0 1983 03 286.801
1984 03 0 1984 03 73.6003
1985 03 0 1985 03 438.601
1986 03 0 1986 03 144.2
1987 03 0 1987 03 511
1988 03 0 1988 03 225.8
1989 03 0 1989 03 241.201
1990 03 0 1990 03 582.698
1991 03 0 1991 03 156.8
1992 03 0 1992 03 1227
1993 03 0 1993 03 376.7
1994 03 0 1994 03 174.001
1995 03 0 1995 03 384.598
1996 03 0 1996 03 113.5
1997 03 0 1997 03 2798
1998 03 0 1998 03 567.999
1999 03 0 1999 03 613.8
2000 03 0 2000 03 105.5
2001 03 0 2001 03 749.997
2002 03 0 2002 03 201.399
2003 03 0 2003 03 198.401
2004 03 0 2004 03 225.899
2005 03 0 2005 03 487.3
2006 03 0 2006 03 127.5
2007 03 0 2007 03 852.003
2008 03 0 2008 03 195.5
2009 03 0 2009 03 154.499
2010 03 0 2010 03 451.8
2011 03 0 2011 03 82
2012 03 0 2012 03 379.699
2013 03 0 2013 03 70.2
2014 03 0 2014 03 64.1997
2015 03 0 2015 03 98.3005
2016 03 0 2016 03 578.2
1982 03 1 1982 03 180.507
1983 03 1 1983 03 441.434
1984 03 1 1984 03 175.395
1985 03 1 1985 03 374.101
1986 03 1 1986 03 355.566
1987 03 1 1987 03 463.925
1988 03 1 1988 03 222.822
1989 03 1 1989 03 330.116
1990 03 1 1990 03 386.796
1991 03 1 1991 03 179.65
1992 03 1 1992 03 3183.38
1993 03 1 1993 03 378.967
1994 03 1 1994 03 198.254
1995 03 1 1995 03 363.366
1996 03 1 1996 03 154.773
1997 03 1 1997 03 999.734
1998 03 1 1998 03 398.75
1999 03 1 1999 03 227.55
2000 03 1 2000 03 119.435
2001 03 1 2001 03 678.996
2002 03 1 2002 03 264.144
2003 03 1 2003 03 199.462
2004 03 1 2004 03 299.891
2005 03 1 2005 03 489.355
2006 03 1 2006 03 215.242
2007 03 1 2007 03 126.13
2008 03 1 2008 03 146.587
2009 03 1 2009 03 215.762
2010 03 1 2010 03 429.142
2011 03 1 2011 03 124.276
2012 03 1 2012 03 481.507
2013 03 1 2013 03 87.7392
2014 03 1 2014 03 135.714
2015 03 1 2015 03 164.186
2016 03 1 2016 03 169.244
1982 03 2 1982 04 201.967
1983 03 2 1983 04 388.968
1984 03 2 1984 04 125.034
1985 03 2 1985 04 290.505
1986 03 2 1986 04 170.301
1987 03 2 1987 04 383.949
1988 03 2 1988 04 176.693
1989 03 2 1989 04 140.48
1990 03 2 1990 04 397.809
1991 03 2 1991 04 151.479
1992 03 2 1992 04 659.88
1993 03 2 1993 04 305.2
1994 03 2 1994 04 158.874
1995 03 2 1995 04 275.098
1996 03 2 1996 04 90.8289
1997 03 2 1997 04 690.755
1998 03 2 1998 04 324.439
1999 03 2 1999 04 180.111
2000 03 2 2000 04 76.2133
2001 03 2 2001 04 289.253
2002 03 2 2002 04 231.474
2003 03 2 2003 04 184.644
2004 03 2 2004 04 260.402
2005 03 2 2005 04 225.831
2006 03 2 2006 04 155.337
2007 03 2 2007 04 418.235
2008 03 2 2008 04 139.252
2009 03 2 2009 04 186.159
2010 03 2 2010 04 290.657
2011 03 2 2011 04 96.5738
2012 03 2 2012 04 100.691
2013 03 2 2013 04 56.8484
2014 03 2 2014 04 77.4333
2015 03 2 2015 04 97.4126
2016 03 2 2016 04 271.518
1982 03 3 1982 05 275.403
1983 03 3 1983 05 268.323
1984 03 3 1984 05 134.041
1985 03 3 1985 05 329.676
1986 03 3 1986 05 190.479
1987 03 3 1987 05 489.062
1988 03 3 1988 05 204.65
1989 03 3 1989 05 194.466
1990 03 3 1990 05 313.663
1991 03 3 1991 05 208.479
1992 03 3 1992 05 785.696
1993 03 3 1993 05 462.555
1994 03 3 1994 05 136.625
1995 03 3 1995 05 279.006
1996 03 3 1996 05 148.396
1997 03 3 1997 05 809.467
1998 03 3 1998 05 276.892
1999 03 3 1999 05 224.913
2000 03 3 2000 05 117.549
2001 03 3 2001 05 448.052
2002 03 3 2002 05 264.009
2003 03 3 2003 05 218.058
2004 03 3 2004 05 600.043
2005 03 3 2005 05 324.581
2006 03 3 2006 05 116.05
2007 03 3 2007 05 236.912
2008 03 3 2008 05 202.392
2009 03 3 2009 05 373.526
2010 03 3 2010 05 684.504
2011 03 3 2011 05 126.51
2012 03 3 2012 05 489.095
2013 03 3 2013 05 431.205
2014 03 3 2014 05 219.794
2015 03 3 2015 05 220.997
2016 03 3 2016 05 550.608
1982 03 4 1982 06 212.646
1983 03 4 1983 06 223.942
1984 03 4 1984 06 132.673
1985 03 4 1985 06 329.003
1986 03 4 1986 06 367.245
1987 03 4 1987 06 469.17
1988 03 4 1988 06 69.2989
1989 03 4 1989 06 301.79
1990 03 4 1990 06 553.771
1991 03 4 1991 06 179.432
1992 03 4 1992 06 807.502
1993 03 4 1993 06 467.221
1994 03 4 1994 06 177.595
1995 03 4 1995 06 128.489
1996 03 4 1996 06 45.1337
1997 03 4 1997 06 310.931
1998 03 4 1998 06 177.807
1999 03 4 1999 06 122.781
2000 03 4 2000 06 118.072
2001 03 4 2001 06 477.61
2002 03 4 2002 06 196.023
2003 03 4 2003 06 252.01
2004 03 4 2004 06 548.931
2005 03 4 2005 06 308.854
2006 03 4 2006 06 200.536
2007 03 4 2007 06 135.24
2008 03 4 2008 06 149.604
2009 03 4 2009 06 329.717
2010 03 4 2010 06 248.942
2011 03 4 2011 06 187.398
2012 03 4 2012 06 283.193
2013 03 4 2013 06 100.649
2014 03 4 2014 06 174.537
2015 03 4 2015 06 372.119
2016 03 4 2016 06 408.989
1982 04 0 1982 04 187.401
1983 04 0 1983 04 147.1
1984 04 0 1984 04 51.7
1985 04 0 1985 04 213.1
1986 04 0 1986 04 105.8
1987 04 0 1987 04 346.398
1988 04 0 1988 04 190.3
1989 04 0 1989 04 188.099
1990 04 0 1990 04 278.4
1991 04 0 1991 04 181.501
1992 04 0 1992 04 700.301
1993 04 0 1993 04 376.2
1994 04 0 1994 04 110.299
1995 04 0 1995 04 230.8
1996 04 0 1996 04 109.8
1997 04 0 1997 04 858.4
1998 04 0 1998 04 212.899
1999 04 0 1999 04 219.6
2000 04 0 2000 04 98.3005
2001 04 0 2001 04 476.901
2002 04 0 2002 04 179.4
2003 04 0 2003 04 108.5
2004 04 0 2004 04 663.003
2005 04 0 2005 04 253.999
2006 04 0 2006 04 118.5
2007 04 0 2007 04 318.7
2008 04 0 2008 04 233.899
2009 04 0 2009 04 413.898
2010 04 0 2010 04 871.199
2011 04 0 2011 04 57.7001
2012 04 0 2012 04 130.001
2013 04 0 2013 04 78.5
2014 04 0 2014 04 48.3999
2015 04 0 2015 04 99.3003
2016 04 0 2016 04 250.6
1982 04 1 1982 04 142.455
1983 04 1 1983 04 290.683
1984 04 1 1984 04 127.967
1985 04 1 1985 04 314.248
1986 04 1 1986 04 145.839
1987 04 1 1987 04 322.363
1988 04 1 1988 04 173.476
1989 04 1 1989 04 150.392
1990 04 1 1990 04 340.894
1991 04 1 1991 04 181.584
1992 04 1 1992 04 565.618
1993 04 1 1993 04 312.295
1994 04 1 1994 04 161.359
1995 04 1 1995 04 283.183
1996 04 1 1996 04 142.741
1997 04 1 1997 04 870.611
1998 04 1 1998 04 295.529
1999 04 1 1999 04 317.713
2000 04 1 2000 04 109.791
2001 04 1 2001 04 450.495
2002 04 1 2002 04 195.439
2003 04 1 2003 04 159.017
2004 04 1 2004 04 196.197
2005 04 1 2005 04 289.835
2006 04 1 2006 04 154.666
2007 04 1 2007 04 358.59
2008 04 1 2008 04 137.131
2009 04 1 2009 04 143.814
2010 04 1 2010 04 273.954
2011 04 1 2011 04 64.9271
2012 04 1 2012 04 138.32
2013 04 1 2013 04 43.653
2014 04 1 2014 04 50.4075
2015 04 1 2015 04 174.444
2016 04 1 2016 04 491.766
1982 04 2 1982 05 321.627
1983 04 2 1983 05 358.162
1984 04 2 1984 05 122.671
1985 04 2 1985 05 296.905
1986 04 2 1986 05 180.957
1987 04 2 1987 05 494.156
1988 04 2 1988 05 287.635
1989 04 2 1989 05 159.463
1990 04 2 1990 05 306.022
1991 04 2 1991 05 236.98
1992 04 2 1992 05 805.934
1993 04 2 1993 05 566.085
1994 04 2 1994 05 154.724
1995 04 2 1995 05 248.096
1996 04 2 1996 05 157.041
1997 04 2 1997 05 672.593
1998 04 2 1998 05 436.241
1999 04 2 1999 05 155.604
2000 04 2 2000 05 142.321
2001 04 2 2001 05 547.703
2002 04 2 2002 05 214.399
2003 04 2 2003 05 184.267
2004 04 2 2004 05 611.324
2005 04 2 2005 05 332.491
2006 04 2 2006 05 122.27
2007 04 2 2007 05 287.827
2008 04 2 2008 05 181.185
2009 04 2 2009 05 481.45
2010 04 2 2010 05 769.314
2011 04 2 2011 05 254.932
2012 04 2 2012 05 773.562
2013 04 2 2013 05 424.654
2014 04 2 2014 05 166.693
2015 04 2 2015 05 207.994
2016 04 2 2016 05 452.67
1982 04 3 1982 06 268.844
1983 04 3 1983 06 307.422
1984 04 3 1984 06 94.2193
1985 04 3 1985 06 1060.04
1986 04 3 1986 06 178.241
1987 04 3 1987 06 551.087
1988 04 3 1988 06 219.038
1989 04 3 1989 06 222.246
1990 04 3 1990 06 811.589
1991 04 3 1991 06 187.538
1992 04 3 1992 06 1394.91
1993 04 3 1993 06 611.629
1994 04 3 1994 06 485.526
1995 04 3 1995 06 295.139
1996 04 3 1996 06 59.1151
1997 04 3 1997 06 424.705
1998 04 3 1998 06 260.762
1999 04 3 1999 06 251.57
2000 04 3 2000 06 74.361
2001 04 3 2001 06 455.88
2002 04 3 2002 06 151.132
2003 04 3 2003 06 157.545
2004 04 3 2004 06 288.614
2005 04 3 2005 06 297.882
2006 04 3 2006 06 116.728
2007 04 3 2007 06 576.657
2008 04 3 2008 06 125.298
2009 04 3 2009 06 299.378
2010 04 3 2010 06 462.674
2011 04 3 2011 06 32.9062
2012 04 3 2012 06 375.624
2013 04 3 2013 06 219.717
2014 04 3 2014 06 390.255
2015 04 3 2015 06 247.884
2016 04 3 2016 06 153.232
1982 04 4 1982 07 176.517
1983 04 4 1983 07 249.741
1984 04 4 1984 07 51.9864
1985 04 4 1985 07 94.9454
1986 04 4 1986 07 283.117
1987 04 4 1987 07 397.532
1988 04 4 1988 07 148.02
1989 04 4 1989 07 108.632
1990 04 4 1990 07 99.3926
1991 04 4 1991 07 117.922
1992 04 4 1992 07 470.302
1993 04 4 1993 07 180.131
1994 04 4 1994 07 130.031
1995 04 4 1995 07 182.859
1996 04 4 1996 07 149.78
1997 04 4 1997 07 802.891
1998 04 4 1998 07 87.0944
1999 04 4 1999 07 137.111
2000 04 4 2000 07 125.146
2001 04 4 2001 07 121.873
2002 04 4 2002 07 73.8948
2003 04 4 2003 07 208.532
2004 04 4 2004 07 394.904
2005 04 4 2005 07 229.638
2006 04 4 2006 07 99.6681
2007 04 4 2007 07 394.406
2008 04 4 2008 07 93.1882
2009 04 4 2009 07 87.1666
2010 04 4 2010 07 205.431
2011 04 4 2011 07 40.5311
2012 04 4 2012 07 42.8714
2013 04 4 2013 07 27.6252
2014 04 4 2014 07 41.3075
2015 04 4 2015 07 96.825
2016 04 4 2016 07 165.932
1982 05 0 1982 05 273.8
1983 05 0 1983 05 235.401
1984 05 0 1984 05 40.9998
1985 05 0 1985 05 340.801
1986 05 0 1986 05 156.601
1987 05 0 1987 05 539.299
1988 05 0 1988 05 261.499
1989 05 0 1989 05 412.799
1990 05 0 1990 05 1983.01
1991 05 0 1991 05 228.599
1992 05 0 1992 05 674.802
1993 05 0 1993 05 255.599
1994 05 0 1994 05 556.201
1995 05 0 1995 05 435.402
1996 05 0 1996 05 50.3001
1997 05 0 1997 05 308.901
1998 05 0 1998 05 122.3
1999 05 0 1999 05 369.799
2000 05 0 2000 05 130.899
2001 05 0 2001 05 379.1
2002 05 0 2002 05 105.5
2003 05 0 2003 05 100.5
2004 05 0 2004 05 238.4
2005 05 0 2005 05 331.199
2006 05 0 2006 05 412.2
2007 05 0 2007 05 2107.99
2008 05 0 2008 05 233.801
2009 05 0 2009 05 230.8
2010 05 0 2010 05 638.403
2011 05 0 2011 05 65.3998
2012 05 0 2012 05 394.899
2013 05 0 2013 05 124.8
2014 05 0 2014 05 279.499
2015 05 0 2015 05 1703.99
2016 05 0 2016 05 727.097
1982 05 1 1982 05 821.94
1983 05 1 1983 05 327.247
1984 05 1 1984 05 262.388
1985 05 1 1985 05 278.019
1986 05 1 1986 05 421.399
1987 05 1 1987 05 605.825
1988 05 1 1988 05 204.306
1989 05 1 1989 05 213.168
1990 05 1 1990 05 338.63
1991 05 1 1991 05 288.843
1992 05 1 1992 05 543.644
1993 05 1 1993 05 613.549
1994 05 1 1994 05 235.964
1995 05 1 1995 05 202.807
1996 05 1 1996 05 161.262
1997 05 1 1997 05 549.006
1998 05 1 1998 05 202.934
1999 05 1 1999 05 306.336
2000 05 1 2000 05 150.322
2001 05 1 2001 05 419.374
2002 05 1 2002 05 156.072
2003 05 1 2003 05 195.268
2004 05 1 2004 05 214.97
2005 05 1 2005 05 324.87
2006 05 1 2006 05 190.756
2007 05 1 2007 05 303.613
2008 05 1 2008 05 238.251
2009 05 1 2009 05 333.45
2010 05 1 2010 05 405.914
2011 05 1 2011 05 153.316
2012 05 1 2012 05 155.791
2013 05 1 2013 05 143.859
2014 05 1 2014 05 270.595
2015 05 1 2015 05 1672.55
2016 05 1 2016 05 405.381
1982 05 2 1982 06 597.269
1983 05 2 1983 06 183.659
1984 05 2 1984 06 62.583
1985 05 2 1985 06 481.473
1986 05 2 1986 06 206.444
1987 05 2 1987 06 423.17
1988 05 2 1988 06 137.919
1989 05 2 1989 06 486.689
1990 05 2 1990 06 1021.86
1991 05 2 1991 06 185.989
1992 05 2 1992 06 1192.06
1993 05 2 1993 06 610.551
1994 05 2 1994 06 400.889
1995 05 2 1995 06 123.314
1996 05 2 1996 06 41.9467
1997 05 2 1997 06 478.798
1998 05 2 1998 06 108.869
1999 05 2 1999 06 441.276
2000 05 2 2000 06 131.236
2001 05 2 2001 06 632.81
2002 05 2 2002 06 127.947
2003 05 2 2003 06 116.669
2004 05 2 2004 06 247.079
2005 05 2 2005 06 218.054
2006 05 2 2006 06 179.75
2007 05 2 2007 06 914.694
2008 05 2 2008 06 141.505
2009 05 2 2009 06 383.262
2010 05 2 2010 06 478.04
2011 05 2 2011 06 105.096
2012 05 2 2012 06 226.296
2013 05 2 2013 06 113.982
2014 05 2 2014 06 152.872
2015 05 2 2015 06 66.0699
2016 05 2 2016 06 62.0452
1982 05 3 1982 07 152.736
1983 05 3 1983 07 229.938
1984 05 3 1984 07 66.2567
1985 05 3 1985 07 98.991
1986 05 3 1986 07 238.047
1987 05 3 1987 07 574.588
1988 05 3 1988 07 130.678
1989 05 3 1989 07 122.121
1990 05 3 1990 07 127.945
1991 05 3 1991 07 139.839
1992 05 3 1992 07 356.111
1993 05 3 1993 07 204.711
1994 05 3 1994 07 146.914
1995 05 3 1995 07 145.378
1996 05 3 1996 07 124.738
1997 05 3 1997 07 771.265
1998 05 3 1998 07 87.9983
1999 05 3 1999 07 140.39
2000 05 3 2000 07 100.015
2001 05 3 2001 07 122.894
2002 05 3 2002 07 97.3877
2003 05 3 2003 07 162.769
2004 05 3 2004 07 402.13
2005 05 3 2005 07 337.852
2006 05 3 2006 07 159.021
2007 05 3 2007 07 532.066
2008 05 3 2008 07 87.9661
2009 05 3 2009 07 102.369
2010 05 3 2010 07 152.729
2011 05 3 2011 07 25.6875
2012 05 3 2012 07 42.289
2013 05 3 2013 07 28.4053
2014 05 3 2014 07 40.8518
2015 05 3 2015 07 73.5602
2016 05 3 2016 07 94.3387
1982 05 4 1982 08 183.606
1983 05 4 1983 08 59.9056
1984 05 4 1984 08 79.9985
1985 05 4 1985 08 55.7377
1986 05 4 1986 08 62.8421
1987 05 4 1987 08 307.947
1988 05 4 1988 08 608.191
1989 05 4 1989 08 77.1562
1990 05 4 1990 08 369.195
1991 05 4 1991 08 102.66
1992 05 4 1992 08 374.006
1993 05 4 1993 08 74.1609
1994 05 4 1994 08 52.598
1995 05 4 1995 08 81.2712
1996 05 4 1996 08 139.563
1997 05 4 1997 08 206.717
1998 05 4 1998 08 113.174
1999 05 4 1999 08 67.0221
2000 05 4 2000 08 40.3868
2001 05 4 2001 08 82.252
2002 05 4 2002 08 196.401
2003 05 4 2003 08 99.0601
2004 05 4 2004 08 140.645
2005 05 4 2005 08 119.509
2006 05 4 2006 08 48.1636
2007 05 4 2007 08 226.033
