X	Y	S	mean [ IRI FD ECHAM4p5 Forecast ca_sst ensemble24 MONTHLY st ]
degree_east	degree_north	months since 1960-01-01	Kelvin_scale
   -98.43750    	    32.09194    	    92.00000    	    305.1298    
   -101.2500    	    29.30136    	    92.00000    	    302.6784    
   -98.43750    	    29.30136    	    92.00000    	    306.2974    
   -101.2500    	    32.09194    	    93.00000    	    298.2716    
   -98.43750    	    32.09194    	    93.00000    	    299.4523    
   -101.2500    	    29.30136    	    93.00000    	    297.8753    
   -98.43750    	    29.30136    	    93.00000    	    301.3574    
   -101.2500    	    32.09194    	    94.00000    	    289.8453    
   -98.43750    	    32.09194    	    94.00000    	    290.8839    
   -101.2500    	    29.30136    	    94.00000    	    291.6128    
   -98.43750    	    29.30136    	    94.00000    	    295.0791    
   -101.2500    	    32.09194    	    95.00000    	    282.9742    
   -98.43750    	    32.09194    	    95.00000    	    283.4670    
   -101.2500    	    29.30136    	    95.00000    	    285.1407    
   -98.43750    	    29.30136    	    95.00000    	    288.0821    
   -101.2500    	    32.09194    	    96.00000    	    282.5811    
   -98.43750    	    32.09194    	    96.00000    	    283.1959    
   -101.2500    	    29.30136    	    96.00000    	    284.7484    
   -98.43750    	    29.30136    	    96.00000    	    287.8409    
   -101.2500    	    32.09194    	    97.00000    	    284.5501    
   -98.43750    	    32.09194    	    97.00000    	    284.5281    
   -101.2500    	    29.30136    	    97.00000    	    286.3507    
   -98.43750    	    29.30136    	    97.00000    	    289.2182    
   -101.2500    	    32.09194    	    98.00000    	    288.5114    
   -98.43750    	    32.09194    	    98.00000    	    288.3902    
   -101.2500    	    29.30136    	    98.00000    	    290.1432    
   -98.43750    	    29.30136    	    98.00000    	    292.9816    
   -101.2500    	    32.09194    	    99.00000    	    293.6371    
   -98.43750    	    32.09194    	    99.00000    	    293.7189    
   -101.2500    	    29.30136    	    99.00000    	    294.6140    
   -98.43750    	    29.30136    	    99.00000    	    297.6748    
   -101.2500    	    32.09194    	   100.00000    	    300.2160    
   -98.43750    	    32.09194    	   100.00000    	    300.4723    
   -101.2500    	    29.30136    	   100.00000    	    299.7362    
   -98.43750    	    29.30136    	   100.00000    	    303.1024    
   -101.2500    	    32.09194    	    101.0000    	    306.2931    
   -98.43750    	    32.09194    	    101.0000    	    307.0495    
   -101.2500    	    29.30136    	    101.0000    	    305.0230    
   -98.43750    	    29.30136    	    101.0000    	    308.1568    
   -101.2500    	    32.09194    	    102.0000    	    308.0001    
   -98.43750    	    32.09194    	    102.0000    	    309.0923    
   -101.2500    	    29.30136    	    102.0000    	    307.0013    
   -98.43750    	    29.30136    	    102.0000    	    309.4080    
   -101.2500    	    32.09194    	    103.0000    	    308.1285    
   -98.43750    	    32.09194    	    103.0000    	    309.0127    
   -101.2500    	    29.30136    	    103.0000    	    306.5089    
   -98.43750    	    29.30136    	    103.0000    	    309.0707    
   -101.2500    	    32.09194    	    104.0000    	    304.2477    
   -98.43750    	    32.09194    	    104.0000    	    305.4182    
   -101.2500    	    29.30136    	    104.0000    	    302.9819    
   -98.43750    	    29.30136    	    104.0000    	    306.5334    
   -101.2500    	    32.09194    	    105.0000    	    298.2433    
   -98.43750    	    32.09194    	    105.0000    	    299.5144    
   -101.2500    	    29.30136    	    105.0000    	    298.3844    
   -98.43750    	    29.30136    	    105.0000    	    301.8510    
   -101.2500    	    32.09194    	    106.0000    	    288.7448    
   -98.43750    	    32.09194    	    106.0000    	    289.7117    
   -101.2500    	    29.30136    	    106.0000    	    290.6018    
   -98.43750    	    29.30136    	    106.0000    	    294.1860    
   -101.2500    	    32.09194    	    107.0000    	    283.4714    
   -98.43750    	    32.09194    	    107.0000    	    283.8452    
   -101.2500    	    29.30136    	    107.0000    	    285.5735    
   -98.43750    	    29.30136    	    107.0000    	    288.5215    
   -101.2500    	    32.09194    	    108.0000    	    281.1982    
   -98.43750    	    32.09194    	    108.0000    	    281.3546    
   -101.2500    	    29.30136    	    108.0000    	    283.3108    
   -98.43750    	    29.30136    	    108.0000    	    286.0306    
   -101.2500    	    32.09194    	    109.0000    	    284.1401    
   -98.43750    	    32.09194    	    109.0000    	    283.9965    
   -101.2500    	    29.30136    	    109.0000    	    285.6536    
   -98.43750    	    29.30136    	    109.0000    	    288.2359    
   -101.2500    	    32.09194    	    110.0000    	    288.2779    
   -98.43750    	    32.09194    	    110.0000    	    288.1224    
   -101.2500    	    29.30136    	    110.0000    	    289.5131    
   -98.43750    	    29.30136    	    110.0000    	    292.2234    
   -101.2500    	    32.09194    	    111.0000    	    293.2481    
   -98.43750    	    32.09194    	    111.0000    	    293.2733    
   -101.2500    	    29.30136    	    111.0000    	    294.3486    
   -98.43750    	    29.30136    	    111.0000    	    297.2905    
   -101.2500    	    32.09194    	    112.0000    	    299.5139    
   -98.43750    	    32.09194    	    112.0000    	    299.4090    
   -101.2500    	    29.30136    	    112.0000    	    299.8634    
   -98.43750    	    29.30136    	    112.0000    	    302.4781    
   -101.2500    	    32.09194    	    113.0000    	    306.0830    
   -98.43750    	    32.09194    	    113.0000    	    306.5314    
   -101.2500    	    29.30136    	    113.0000    	    305.0515    
   -98.43750    	    29.30136    	    113.0000    	    307.7023    
   -101.2500    	    32.09194    	    114.0000    	    308.8671    
   -98.43750    	    32.09194    	    114.0000    	    309.5021    
   -101.2500    	    29.30136    	    114.0000    	    307.1929    
   -98.43750    	    29.30136    	    114.0000    	    309.3086    
   -101.2500    	    32.09194    	    115.0000    	    307.8345    
   -98.43750    	    32.09194    	    115.0000    	    308.5789    
   -101.2500    	    29.30136    	    115.0000    	    306.3364    
   -98.43750    	    29.30136    	    115.0000    	    308.9174    
   -101.2500    	    32.09194    	    116.0000    	    305.0218    
   -98.43750    	    32.09194    	    116.0000    	    305.6447    
   -101.2500    	    29.30136    	    116.0000    	    303.9138    
   -98.43750    	    29.30136    	    116.0000    	    307.3604    
   -101.2500    	    32.09194    	    117.0000    	    298.3094    
   -98.43750    	    32.09194    	    117.0000    	    299.4139    
   -101.2500    	    29.30136    	    117.0000    	    298.3560    
   -98.43750    	    29.30136    	    117.0000    	    301.8270    
   -101.2500    	    32.09194    	    118.0000    	    289.5678    
   -98.43750    	    32.09194    	    118.0000    	    290.5374    
   -101.2500    	    29.30136    	    118.0000    	    291.1264    
   -98.43750    	    29.30136    	    118.0000    	    294.4863    
   -101.2500    	    32.09194    	    119.0000    	    281.4231    
   -98.43750    	    32.09194    	    119.0000    	    281.8203    
   -101.2500    	    29.30136    	    119.0000    	    283.8480    
   -98.43750    	    29.30136    	    119.0000    	    286.7269    
   -101.2500    	    32.09194    	    120.0000    	    280.5620    
   -98.43750    	    32.09194    	    120.0000    	    281.0229    
   -101.2500    	    29.30136    	    120.0000    	    283.0149    
   -98.43750    	    29.30136    	    120.0000    	    285.8239    
   -101.2500    	    32.09194    	    121.0000    	    283.4417    
   -98.43750    	    32.09194    	    121.0000    	    283.3865    
   -101.2500    	    29.30136    	    121.0000    	    285.1337    
   -98.43750    	    29.30136    	    121.0000    	    287.9038    
   -101.2500    	    32.09194    	    122.0000    	    288.0800    
   -98.43750    	    32.09194    	    122.0000    	    287.5774    
   -101.2500    	    29.30136    	    122.0000    	    289.2738    
   -98.43750    	    29.30136    	    122.0000    	    291.8312    
   -101.2500    	    32.09194    	    123.0000    	    294.0014    
   -98.43750    	    32.09194    	    123.0000    	    293.5718    
   -101.2500    	    29.30136    	    123.0000    	    295.1884    
   -98.43750    	    29.30136    	    123.0000    	    297.8112    
   -101.2500    	    32.09194    	    124.0000    	    300.4047    
   -98.43750    	    32.09194    	    124.0000    	    299.9972    
   -101.2500    	    29.30136    	    124.0000    	    300.1910    
   -98.43750    	    29.30136    	    124.0000    	    302.7295    
   -101.2500    	    32.09194    	    125.0000    	    305.5788    
   -98.43750    	    32.09194    	    125.0000    	    306.1551    
   -101.2500    	    29.30136    	    125.0000    	    304.2503    
   -98.43750    	    29.30136    	    125.0000    	    307.2189    
   -101.2500    	    32.09194    	    126.0000    	    308.0656    
   -98.43750    	    32.09194    	    126.0000    	    308.8043    
   -101.2500    	    29.30136    	    126.0000    	    306.6093    
   -98.43750    	    29.30136    	    126.0000    	    308.7881    
   -101.2500    	    32.09194    	    127.0000    	    307.3107    
   -98.43750    	    32.09194    	    127.0000    	    308.0562    
   -101.2500    	    29.30136    	    127.0000    	    305.5232    
   -98.43750    	    29.30136    	    127.0000    	    308.2602    
   -101.2500    	    32.09194    	    128.0000    	    303.9386    
   -98.43750    	    32.09194    	    128.0000    	    304.9615    
   -101.2500    	    29.30136    	    128.0000    	    302.8255    
   -98.43750    	    29.30136    	    128.0000    	    306.5374    
   -101.2500    	    32.09194    	    129.0000    	    297.7762    
   -98.43750    	    32.09194    	    129.0000    	    298.8647    
   -101.2500    	    29.30136    	    129.0000    	    297.5299    
   -98.43750    	    29.30136    	    129.0000    	    301.2120    
   -101.2500    	    32.09194    	    130.0000    	    290.8507    
   -98.43750    	    32.09194    	    130.0000    	    291.9392    
   -101.2500    	    29.30136    	    130.0000    	    292.5717    
   -98.43750    	    29.30136    	    130.0000    	    296.0924    
   -101.2500    	    32.09194    	    131.0000    	    284.4662    
   -98.43750    	    32.09194    	    131.0000    	    285.3322    
   -101.2500    	    29.30136    	    131.0000    	    287.0732    
   -98.43750    	    29.30136    	    131.0000    	    290.5638    
   -101.2500    	    32.09194    	    132.0000    	    283.1638    
   -98.43750    	    32.09194    	    132.0000    	    283.6440    
   -101.2500    	    29.30136    	    132.0000    	    286.0905    
   -98.43750    	    29.30136    	    132.0000    	    289.1880    
   -101.2500    	    32.09194    	    133.0000    	    286.2613    
   -98.43750    	    32.09194    	    133.0000    	    286.4189    
   -101.2500    	    29.30136    	    133.0000    	    288.6367    
   -98.43750    	    29.30136    	    133.0000    	    291.5501    
   -101.2500    	    32.09194    	    134.0000    	    290.2132    
   -98.43750    	    32.09194    	    134.0000    	    290.4279    
   -101.2500    	    29.30136    	    134.0000    	    292.1494    
   -98.43750    	    29.30136    	    134.0000    	    295.1547    
   -101.2500    	    32.09194    	    135.0000    	    294.7532    
   -98.43750    	    32.09194    	    135.0000    	    295.1339    
   -101.2500    	    29.30136    	    135.0000    	    295.7518    
   -98.43750    	    29.30136    	    135.0000    	    298.7969    
   -101.2500    	    32.09194    	    136.0000    	    301.2263    
   -98.43750    	    32.09194    	    136.0000    	    301.6945    
   -101.2500    	    29.30136    	    136.0000    	    300.7346    
   -98.43750    	    29.30136    	    136.0000    	    303.7476    
   -101.2500    	    32.09194    	    137.0000    	    306.0264    
   -98.43750    	    32.09194    	    137.0000    	    306.9954    
   -101.2500    	    29.30136    	    137.0000    	    304.4022    
   -98.43750    	    29.30136    	    137.0000    	    307.6714    
   -101.2500    	    32.09194    	    138.0000    	    308.5235    
   -98.43750    	    32.09194    	    138.0000    	    309.0741    
   -101.2500    	    29.30136    	    138.0000    	    307.1591    
   -98.43750    	    29.30136    	    138.0000    	    309.1651    
   -101.2500    	    32.09194    	    139.0000    	    307.6360    
   -98.43750    	    32.09194    	    139.0000    	    308.2217    
   -101.2500    	    29.30136    	    139.0000    	    306.0891    
   -98.43750    	    29.30136    	    139.0000    	    308.5286    
   -101.2500    	    32.09194    	    140.0000    	    304.0089    
   -98.43750    	    32.09194    	    140.0000    	    305.3690    
   -101.2500    	    29.30136    	    140.0000    	    302.8235    
   -98.43750    	    29.30136    	    140.0000    	    306.6151    
