Y M L ENSO 0.0001 0.0001
2005 03 2 0 83.9708 70.0362
2006 03 2 1 26.0992 22.4803
2007 03 2 0 23.5145 17.1436
2008 03 2 1 38.1842 50.1969
2009 03 2 1 34.5966 20.4538
2010 03 2 1 142.357 132.239
2011 03 2 1 48.4149 61.2016
2012 03 2 0 21.4385 25.6976
2013 03 2 0 17.4247 19.867
2014 03 2 0 20.8023 20.6781
2015 03 2 1 14.468 13.5612
2016 03 2 1 44.821 65.6123
1982 04 3 0 48.1555 37.5894
1983 04 3 1 69.9729 286.841
1984 04 3 0 21.7565 60.0292
1985 04 3 1 94.0416 94.2732
1986 04 3 0 52.6897 32.1217
1987 04 3 1 535.82 381.945
1988 04 3 0 43.5877 63.848
1989 04 3 1 48.4084 44.1528
1990 04 3 0 147.789 207.166
1991 04 3 0 52.3263 107.256
1992 04 3 1 394.194 789.478
1993 04 3 1 88.6669 106.743
1994 04 3 0 60.4372 37.0698
1995 04 3 0 92.2235 26.9575
1996 04 3 0 25.2788 16.6312
1997 04 3 1 144.88 134.237
1998 04 3 1 170.408 137.857
1999 04 3 1 52.1331 44.9792
2000 04 3 1 164.456 156.172
2001 04 3 0 165.913 187.121
2002 04 3 0 93.6104 46.3434
2003 04 3 0 64.4703 18.6238
2004 04 3 0 46.9149 37.8887
2005 04 3 1 62.5093 53.4756
2006 04 3 0 31.7561 34.3569
2007 04 3 0 36.0043 22.6742
2008 04 3 1 146.614 148.075
2009 04 3 0 23.1337 21.3391
2010 04 3 1 110.225 135.805
2011 04 3 1 29.2279 28.7165
2012 04 3 0 26.7281 19.5728
2013 04 3 0 19.8472 15.1589
2014 04 3 0 6.02537 5.10402
2015 04 3 1 16.8003 20.528
2016 04 3 1 41.2003 59.4295
1982 05 4 1 57.8871 31.3032
1983 05 4 1 127.996 109.715
1984 05 4 0 47.8797 23.9683
1985 05 4 0 1107.09 249.981
1986 05 4 0 133.115 55.3621
1987 05 4 1 621.048 605.215
1988 05 4 1 85.5207 89.9011
1989 05 4 1 67.2817 36.7005
1990 05 4 0 1015.09 1040.43
1991 05 4 1 42.8421 110.938
1992 05 4 1 1708.47 2386.18
1993 05 4 1 131.697 327.749
1994 05 4 1 34.8036 60.5675
1995 05 4 0 98.1108 80.7005
1996 05 4 0 68.0041 89.1623
1997 05 4 1 453.293 270.981
1998 05 4 1 116.235 165.331
1999 05 4 1 104.166 55.1078
2000 05 4 0 14.858 10.2347
2001 05 4 0 90.7056 41.694
2002 05 4 1 232.734 167.779
2003 05 4 0 23.8426 45.6044
2004 05 4 0 125.627 174.193
2005 05 4 1 53.44 55.8351
2006 05 4 0 36.6996 67.3612
2007 05 4 0 215.388 271.978
2008 05 4 0 291.113 149.623
2009 05 4 0 10.4895 7.30037
2010 05 4 0 732.694 825.469
2011 05 4 0 10.8592 6.59934
2012 05 4 0 10.0164 9.17776
2013 05 4 0 15.5521 18.0864
2014 05 4 1 3.92623 5.48156
2015 05 4 1 131.852 487.028
2016 05 4 1 214.903 1610.95
1982 03 0 0 44.6 49.8
1983 03 0 1 60.6 114.1
1984 03 0 0 21.7 28.4
1985 03 0 1 210.9 438.4
1986 03 0 0 28.8 29.2
1987 03 0 1 815.5 784.5
1988 03 0 0 43.4 52.9
1989 03 0 1 52.6 98.9
1990 03 0 0 266.2 24.6
1991 03 0 0 71.0 100.9
1992 03 0 1 1066 4268
1993 03 0 1 137.5 87.3
1994 03 0 0 40.5 178.9
1995 03 0 0 36.6 34.6
1996 03 0 0 19.9 28.2
1997 03 0 0 167.1 291.0
1998 03 0 1 159.9 43.2
1999 03 0 1 25.4 25.4
2000 03 0 1 73.9 8.18
2001 03 0 0 161.0 227.5
2002 03 0 0 123.5 23.9
2003 03 0 1 21.2 17.8
2004 03 0 0 30.1 14.8
2005 03 0 0 70.5 84.1
2006 03 0 1 21.7 14.2
2007 03 0 0 17.3 13.2
2008 03 0 1 159.5 42.9
2009 03 0 1 14.5 10.2
2010 03 0 1 108.8 180.4
2011 03 0 1 20.5 38.1
2012 03 0 0 10.6 11.2
2013 03 0 0 7.22 8.32
2014 03 0 0 4.04 10.9
2015 03 0 1 18.2 8.62
2016 03 0 1 59.4 40.2
1982 03 1 0 53.863 56.9102
1983 03 1 1 172.326 151.576
1984 03 1 0 36.2919 41.036
1985 03 1 1 250.177 202.034
1986 03 1 0 40.8946 42.0904
1987 03 1 1 270.661 340.543
1988 03 1 0 61.9519 55.7031
1989 03 1 1 74.6652 79.9605
1990 03 1 0 47.5261 30.5077
1991 03 1 0 70.5907 79.597
1992 03 1 1 829.113 1154.55
1993 03 1 1 100.929 74.1197
1994 03 1 0 114.181 122.04
1995 03 1 0 49.4922 43.6006
1996 03 1 0 30.3187 34.976
1997 03 1 0 179.843 143.348
1998 03 1 1 67.7753 50.9692
1999 03 1 1 38.4288 28.2745
2000 03 1 1 7.56529 11.9654
2001 03 1 0 164.569 129.063
2002 03 1 0 37.0752 28.4372
2003 03 1 1 33.2565 26.5671
2004 03 1 0 43.3307 22.2998
2005 03 1 0 79.0213 74.5695
2006 03 1 1 33.2216 24.4789
2007 03 1 0 25.441 24.5449
2008 03 1 1 57.8355 32.3636
2009 03 1 1 24.7134 15.6697
2010 03 1 1 127.632 131.763
2011 03 1 1 41.0916 45.153
2012 03 1 0 40.8271 21.9386
2013 03 1 0 10.262 20.3217
2014 03 1 0 10.6942 24.6915
2015 03 1 1 9.48232 17.8418
2016 03 1 1 17.1811 61.2497
1982 04 2 0 42.6144 29.2937
1983 04 2 1 164.605 64.1527
1984 04 2 0 28.481 39.5153
1985 04 2 1 106.675 163.601
1986 04 2 0 55.592 35.6033
1987 04 2 1 720.829 686.993
1988 04 2 0 37.8559 53.0829
1989 04 2 1 42.8859 69.397
1990 04 2 0 181.1 172.935
1991 04 2 0 42.299 54.9599
1992 04 2 1 1163.48 707.966
1993 04 2 1 121.641 94.1873
1994 04 2 0 28.2281 41.2772
1995 04 2 0 61.9418 41.7318
1996 04 2 0 19.1135 19.0173
1997 04 2 1 113.597 112.818
1998 04 2 1 238.033 112.027
1999 04 2 1 30.0391 64.2134
2000 04 2 1 35.9158 112.517
2001 04 2 0 148.357 205.698
2002 04 2 0 121.522 78.9323
2003 04 2 0 29.1549 29.3846
2004 04 2 0 40.852 30.5552
2005 04 2 1 44.7546 64.5906
2006 04 2 0 22.8314 24.4643
2007 04 2 0 33.6441 17.5546
2008 04 2 1 49.8978 59.4228
2009 04 2 0 31.1954 24.5293
2010 04 2 1 123.409 120.535
2011 04 2 1 21.3439 27.7372
2012 04 2 0 16.7554 23.7368
2013 04 2 0 34.3417 14.0049
2014 04 2 0 8.96773 10.9712
2015 04 2 1 18.1139 36.0396
2016 04 2 1 53.9222 75.0038
1982 05 3 1 31.1973 27.7832
1983 05 3 1 71.8808 88.4277
1984 05 3 0 26.4217 22.4169
1985 05 3 0 406.607 305.413
1986 05 3 0 60.1542 58.8324
1987 05 3 1 329.996 823.549
1988 05 3 1 70.0176 87.6638
1989 05 3 1 91.9548 20.0996
1990 05 3 0 1065.41 4074.41
1991 05 3 1 31.452 86.0094
1992 05 3 1 1515.64 1048.66
1993 05 3 1 427.4 471.121
1994 05 3 1 17.2598 49.2674
1995 05 3 0 44.6265 66.5872
1996 05 3 0 88.3517 140.964
1997 05 3 1 235.197 395.292
1998 05 3 1 52.0498 89.774
1999 05 3 1 135.727 68.9441
2000 05 3 0 35.8504 5.6494
2001 05 3 0 53.1604 47.7482
2002 05 3 1 384.363 164.306
2003 05 3 0 27.7567 47.4486
2004 05 3 0 153.014 127.66
2005 05 3 1 40.4962 34.5682
2006 05 3 0 48.7753 67.0561
2007 05 3 0 220.67 243.747
2008 05 3 0 379.805 131.018
2009 05 3 0 16.6751 9.04785
2010 05 3 0 1259.68 709.986
2011 05 3 0 21.0823 15.3613
2012 05 3 0 31.6126 14.8367
2013 05 3 0 101.184 27.0032
2014 05 3 1 4.67477 8.56111
2015 05 3 1 42.4721 179.959
2016 05 3 1 223.831 1131.43
1982 06 4 1 1609.95 508.666
1983 06 4 1 199.604 634.142
1984 06 4 0 11.2605 32.0493
1985 06 4 0 243.172 124.23
1986 06 4 0 21.8864 25.0684
1987 06 4 1 541.284 1205.95
1988 06 4 1 68.2865 124.996
1989 06 4 0 71.206 112.677
1990 06 4 0 1787.92 1338.07
1991 06 4 1 254.59 264.997
1992 06 4 1 170.676 463.339
1993 06 4 1 145.458 320.297
1994 06 4 1 927.796 924.416
1995 06 4 0 61.5305 170.116
1996 06 4 0 31.3589 45.4033
1997 06 4 1 250.619 200.963
1998 06 4 0 18.9625 47.1205
1999 06 4 1 54.6606 16.2514
2000 06 4 0 4.75474 1.41465
2001 06 4 0 196.476 51.8326
2002 06 4 1 162.351 100.296
2003 06 4 0 14.148 70.9501
2004 06 4 1 70.616 59.135
2005 06 4 1 87.3018 114.766
2006 06 4 0 625.519 452.987
2007 06 4 0 836.331 551.96
2008 06 4 0 290.131 162.802
2009 06 4 1 82.6866 36.2639
2010 06 4 0 162.747 78.6281
2011 06 4 0 47.8654 65.1711
2012 06 4 0 17.7719 52.4128
2013 06 4 0 3.19414 3.56539
2014 06 4 1 4.30453 3.05376
2015 06 4 1 828.998 938.793
2016 06 4 0 945.333 733.887
1982 04 0 0 23.0 44.6
1983 04 0 1 42.6 60.6
1984 04 0 0 16.7 21.7
1985 04 0 1 282.1 210.9
1986 04 0 0 33.6 28.8
1987 04 0 1 177.1 815.5
1988 04 0 0 44.6 43.4
1989 04 0 1 53.8 52.6
1990 04 0 0 817.3 266.2
1991 04 0 0 36.2 71.0
1992 04 0 1 365.5 1066
1993 04 0 1 138.0 137.5
1994 04 0 0 20.6 40.5
1995 04 0 0 32.8 36.6
1996 04 0 0 60.4 19.9
1997 04 0 1 158.5 167.1
1998 04 0 1 28.7 159.9
1999 04 0 1 90.7 25.4
2000 04 0 1 18.3 73.9
2001 04 0 0 33.1 161.0
2002 04 0 0 231.7 123.5
2003 04 0 0 14.4 21.2
2004 04 0 0 109.2 30.1
2005 04 0 1 24.8 70.5
2006 04 0 0 39.2 21.7
2007 04 0 0 142.0 17.3
2008 04 0 1 248.2 159.5
2009 04 0 0 11.6 14.5
2010 04 0 1 694.0 108.8
2011 04 0 1 9.73 20.5
2012 04 0 0 4.48 10.6
2013 04 0 0 8.77 7.22
2014 04 0 0 2.34 4.04
2015 04 0 1 209.7 18.2
2016 04 0 1 573.7 59.4
1982 04 1 0 24.4591 45.5562
1983 04 1 1 380.057 59.6492
1984 04 1 0 68.5065 30.2996
1985 04 1 1 124.549 151.539
1986 04 1 0 29.3877 34.3529
1987 04 1 1 188.453 486.909
1988 04 1 0 34.2018 54.0323
1989 04 1 1 20.2615 62.7396
1990 04 1 0 93.1961 171.901
1991 04 1 0 81.2046 66.3383
1992 04 1 1 303.968 840.696
1993 04 1 1 205.524 121.048
1994 04 1 0 71.9191 58.5597
1995 04 1 0 76.231 36.6696
1996 04 1 0 106.296 24.3832
1997 04 1 1 217.801 115.38
1998 04 1 1 86.5054 130.608
1999 04 1 1 39.1367 42.2521
2000 04 1 1 30.0845 159.079
2001 04 1 0 64.7465 274.82
2002 04 1 0 73.0148 162.926
2003 04 1 0 35.7443 21.2341
2004 04 1 0 39.8891 29.2727
2005 04 1 1 38.2696 53.3787
2006 04 1 0 23.4135 20.7271
2007 04 1 0 42.8837 24.9267
2008 04 1 1 28.0918 74.1104
2009 04 1 0 39.3238 24.0762
2010 04 1 1 107.27 101.147
2011 04 1 1 6.45226 17.5988
2012 04 1 0 11.5719 42.6532
2013 04 1 0 48.8057 21.0958
2014 04 1 0 22.288 5.00221
2015 04 1 1 45.9482 20.5025
2016 04 1 1 139.333 53.2078
1982 05 2 1 58.1153 25.8532
1983 05 2 1 102.696 180.005
1984 05 2 0 28.5199 30.0492
1985 05 2 0 458.846 261.234
1986 05 2 0 58.1458 53.5039
1987 05 2 1 318.23 521.034
1988 05 2 1 123.29 40.7708
1989 05 2 1 34.3668 49.6384
1990 05 2 0 767.729 1032.72
1991 05 2 1 36.3493 68.3957
1992 05 2 1 1223.41 1175.04
1993 05 2 1 440.762 274.704
1994 05 2 1 45.8859 40.4176
1995 05 2 0 69.7958 55.7916
1996 05 2 0 52.8598 56.384
1997 05 2 1 312.806 158.476
1998 05 2 1 350.491 119.17
1999 05 2 1 46.8931 99.1135
2000 05 2 0 23.7182 28.14
2001 05 2 0 78.8794 62.087
2002 05 2 1 271.511 262.658
2003 05 2 0 20.1388 27.1534
2004 05 2 0 127.064 160.191
2005 05 2 1 32.3928 38.2329
2006 05 2 0 42.8248 39.4465
2007 05 2 0 210.368 177.696
2008 05 2 0 209.623 170.446
2009 05 2 0 25.8853 13.2056
2010 05 2 0 1771.51 1148.47
2011 05 2 0 9.87327 13.2489
2012 05 2 0 23.9212 17.4258
2013 05 2 0 76.5169 26.8059
2014 05 2 1 4.4802 5.6954
2015 05 2 1 116.514 424.161
2016 05 2 1 382.967 1469.75
1982 06 3 1 1715.72 243.342
1983 06 3 1 170.196 776.98
1984 06 3 0 14.0866 8.0192
1985 06 3 0 447.895 401.951
1986 06 3 0 39.315 194.196
1987 06 3 1 1007.84 1152.97
1988 06 3 1 68.6018 41.6235
1989 06 3 0 68.7823 77.977
1990 06 3 0 1426.44 1118.48
1991 06 3 1 415.366 256.137
1992 06 3 1 159.736 468.199
1993 06 3 1 225.94 380.298
1994 06 3 1 668.301 1635.3
1995 06 3 0 70.6601 30.0105
1996 06 3 0 35.9699 42.0917
1997 06 3 1 301.239 131.904
1998 06 3 0 17.4095 17.0721
1999 06 3 1 75.5898 48.3698
2000 06 3 0 5.35395 8.02147
2001 06 3 0 105.82 143.466
2002 06 3 1 202.807 113.255
2003 06 3 0 12.6986 20.9072
2004 06 3 1 47.5129 94.7077
2005 06 3 1 84.6216 31.4135
2006 06 3 0 461.425 173.763
2007 06 3 0 1261.73 705.571
2008 06 3 0 243.562 109.797
2009 06 3 1 52.1506 62.951
2010 06 3 0 180.082 290.329
2011 06 3 0 29.1806 39.9793
2012 06 3 0 26.8798 10.5949
2013 06 3 0 12.0082 3.18938
2014 06 3 1 1.02734 3.14166
2015 06 3 1 648.579 4195.13
2016 06 3 0 894.535 2343.04
1982 07 4 1 665.475 1062.36
1983 07 4 0 18.1712 17.0692
1984 07 4 0 0.0826646 0.127904
1985 07 4 0 118.835 75.3482
1986 07 4 0 96.2078 26.6867
1987 07 4 1 159.835 303.366
1988 07 4 1 8.29828 8.37297
1989 07 4 0 56.6973 62.0298
1990 07 4 0 83.2309 95.3029
1991 07 4 1 670.588 344.79
1992 07 4 1 760.086 858.172
1993 07 4 1 60.0487 157.302
1994 07 4 0 7.03885 5.59812
1995 07 4 0 37.1845 46.0789
1996 07 4 0 8.65644 8.19993
1997 07 4 1 191.936 121.164
1998 07 4 1 0.460366 0.466026
1999 07 4 1 36.2104 41.7764
2000 07 4 0 9.80737 10.5852
2001 07 4 0 2.00213 1.62527
2002 07 4 1 21.1542 11.8693
2003 07 4 0 115.099 129.634
2004 07 4 1 13.2268 17.9758
2005 07 4 0 14.0642 11.2725
2006 07 4 0 0.548571 0.566699
2007 07 4 0 207.07 460.094
2008 07 4 0 38.0163 31.697
2009 07 4 1 22.3808 28.6556
2010 07 4 1 26.098 17.3516
2011 07 4 0 0.00131883 0.00196909
2012 07 4 1 1.05096e-05 1.38651e-05
2013 07 4 0 16.8616 6.13672
2014 07 4 0 10.0236 11.1919
2015 07 4 1 3008.54 475.766
2016 07 4 0 3889.79 5054.73
1982 05 0 1 1927 23.0
1983 05 0 1 168.0 42.6
1984 05 0 0 5.16 16.7
1985 05 0 0 298.2 282.1
1986 05 0 0 36.1 33.6
1987 05 0 1 980.2 177.1
1988 05 0 1 53.1 44.6
1989 05 0 1 54.6 53.8
1990 05 0 0 1953 817.3
1991 05 0 1 440.0 36.2
1992 05 0 1 289.2 365.5
1993 05 0 1 172.0 138.0
1994 05 0 1 817.0 20.6
1995 05 0 0 47.6 32.8
1996 05 0 0 26.2 60.4
1997 05 0 1 270.8 158.5
1998 05 0 1 10.3 28.7
1999 05 0 1 54.3 90.7
2000 05 0 0 5.03 18.3
2001 05 0 0 106.4 33.1
2002 05 0 1 169.7 231.7
2003 05 0 0 15.2 14.4
2004 05 0 0 53.8 109.2
2005 05 0 1 59.5 24.8
2006 05 0 0 336.0 39.2
2007 05 0 0 900.6 142.0
2008 05 0 0 240.2 248.2
2009 05 0 0 52.9 11.6
2010 05 0 0 140.7 694.0
2011 05 0 0 5.67 9.73
2012 05 0 0 1.48 4.48
2013 05 0 0 0.711 8.77
2014 05 0 1 7.68 2.34
2015 05 0 1 1408 209.7
2016 05 0 1 1577 573.7
1982 05 1 1 184.896 35.5549
1983 05 1 1 89.3506 116.587
1984 05 1 0 57.7289 22.0306
1985 05 1 0 369.017 329.314
1986 05 1 0 56.7735 59.8385
1987 05 1 1 317.564 657.668
1988 05 1 1 26.4003 38.0927
1989 05 1 1 67.9768 53.1724
1990 05 1 0 1252.33 869.06
1991 05 1 1 47.1235 115.941
1992 05 1 1 1084.48 4602.84
1993 05 1 1 672.74 421.014
1994 05 1 1 47.6745 42.4022
1995 05 1 0 51.7317 44.3503
1996 05 1 0 27.6631 54.7557
1997 05 1 1 827.595 219.348
1998 05 1 1 39.2193 116.994
1999 05 1 1 201.493 60.4786
2000 05 1 0 18.9426 21.6725
2001 05 1 0 58.1922 51.6321
2002 05 1 1 50.4325 381.496
2003 05 1 0 13.1314 34.616
2004 05 1 0 32.2053 135.193
2005 05 1 1 133.63 56.0697
2006 05 1 0 45.3969 35.8712
2007 05 1 0 209.652 119.491
2008 05 1 0 246.402 83.5374
2009 05 1 0 46.8588 17.569
2010 05 1 0 1013.41 1043.66
2011 05 1 0 9.35221 11.5397
2012 05 1 0 13.0996 15.7631
2013 05 1 0 11.5132 20.211
2014 05 1 1 16.4482 5.13281
2015 05 1 1 116879 438.985
2016 05 1 1 1727.84 801.848
1982 06 2 1 1027.17 1074.63
1983 06 2 1 225.163 355.796
1984 06 2 0 14.2306 12.1964
1985 06 2 0 271.542 284.644
1986 06 2 0 60.1653 71.2977
